Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value,Passed Auto GIACT,Failed Auto GIACT,Banking Status,Banking Task Statuses,Go Live Status
We in the kitchen foodtruck llc,2023-03-31,0014W00003CNSgxQAH,113ff9dc-7430-4d70-afa2-3b455c4232fb,$0,$0.00,,,In progress,IN_PROGRESS,NEW
Harmony cafe,2023-03-31,0014W00003CNS3rQAH,4e0ae4d4-8230-4f4c-97b9-2d28779cee2a,$0,$0.00,,,On hold,ON_HOLD,NEW
RESTAURANTE PIQUITIN,2023-03-31,0014W00003CNSs0QAH,265a0726-9692-45dd-b02b-14f88dd5aea2,$0,$0.00,,,Not started,NEW,NEW
A Taste of Freedom,2023-03-31,0014W00003CNRIeQAP,73f36d20-133b-4303-8a45-7ec2ccf21849,$300,$299.40,True,,Completed,COMPLETED,NEW
Burgers of Baltimore,2023-03-31,0014W00003CNS6bQAH,e3a24279-42f9-4c42-b577-b708b7724199,$300,$664.81,,,In progress,IN_PROGRESS,NEW
The taco king,2023-03-31,0014W00003CNGtVQAX,376ef427-67f0-4020-8f50-904a0cee2e9c,"$1,728","$2,025.00",,True,Completed,COMPLETED,NEW
Ruthies Pool,2023-03-30,0014W00003CNQ6GQAX,d356434b-5963-4238-9f07-bdb7829015fe,$0,$408.00,True,,Completed,COMPLETED,NEW
Smoky Buns LLC,2023-03-30,0014W00003CNPXeQAP,afa09478-83c0-4fb3-abef-3ab8c9784865,$0,$0.00,,True,Completed,COMPLETED,NEW
Maxenita Cafe Inc.,2023-03-30,0014W00003CNQyNQAX,da1ee7d9-3375-4bcf-b401-f6c8f939d42e,$0,$0.00,,,Not started,NEW,NEW
Big Daddy's Dogs,2023-03-30,0014W000037Y7zHQAS,3b5dd23f-2493-4423-85b1-e133aab2b181,$0,$466.21,,True,Completed,COMPLETED,NEW
Kings BBQ Mobile,2023-03-30,0014W00003CNQiJQAX,4cb52655-b304-4cea-a3c7-ca7cf41bd2a3,$0,$0.00,,,Completed,COMPLETED,NEW
Amma oho togo,2023-03-30,0014W00003CNQ1VQAX,211d8f5f-74a1-4d8a-b9ef-0985d06495cd,$900,$190.80,,,Not started,NEW,NEW
Hopper's Corner Bar,2023-03-30,0014W00003CNQkPQAX,f6803599-5b7e-40a5-a93a-2ed43b6503cc,$0,$741.00,,,Not started,NEW,NEW
Super Smash Burgers,2023-03-30,0014W00003CNPygQAH,615b95c7-1280-484a-979d-4985f756c71b,$0,$0.00,,True,On hold,ON_HOLD,NEW
Roast & C.R.E.A.M.,2023-03-30,0014W00003CN3IBQA1,df980e9b-68db-441e-8c25-0a65f15fe4b4,$300,$419.41,,,Not started,NEW,NEW
Affogatto,2023-03-30,0014W00003CNQ8HQAX,1def772d-c220-4a9e-8633-754d7a1119a9,$0,$517.99,,,On hold,ON_HOLD,NEW
Name Your Cone,2023-03-30,0014W00003CNKSgQAP,f883cc50-b989-4a1d-a979-1859ccf1a497,$0,$318.00,,True,On hold,ON_HOLD,NEW
Southside Finger Food Shack,2023-03-30,0014W00003CNQG0QAP,2c06e0e4-0345-498c-af7f-a9d9949d780b,$0,$0.00,,,Not started,NEW,NEW
PEABODY HS/CULINARY ARTS,2023-03-30,0014W00002msd1xQAA,09bb1f1d-236c-497b-9f8e-046ef24b3656,$0,$932.40,,,On hold,ON_HOLD,NEW
Cheesy bite Enterprise,2023-03-30,0014W00003CNQvTQAX,fc57937e-c6eb-4dc7-a802-a56c60a22f80,$300,$610.21,True,,Completed,COMPLETED,NEW
SDH Management Inc.,2023-03-30,0014W00003CNPHkQAP,cbcfc9b9-4367-4c02-aa98-0440afeddde8,$0,$0.00,,,Completed,COMPLETED,NEW
Libelula Cafe and Grill,2023-03-30,0014W00002xfIWrQAM,ae185160-b1fc-4f41-9cca-13cdbf344500,$0,$310.81,True,,Completed,COMPLETED,NEW
Mill Cafe and Bake Shop LLC,2023-03-30,0014W00003CNPHBQA5,db0ca6bd-9a8f-4023-b68e-7f2cdef01ad3,$0,$316.81,,True,Completed,COMPLETED,NEW
Crabbs Tropical Treat,2023-03-30,0014W000037YuCsQAK,1c83f8ad-9eb7-492d-aefd-cd2cebab461f,$828,$670.20,,,Completed,COMPLETED,NEW
Ice cream social,2023-03-30,0014W00003CNQktQAH,fe364877-40a8-41c9-95de-122c4bd34530,"$1,968","$1,340.40",,,In progress,IN_PROGRESS,NEW
Vegan Bodeguita,2023-03-30,0014W00003CNPXtQAP,391cf6df-0074-4def-b613-5fac818e7c52,$300,$424.80,True,,Completed,COMPLETED,NEW
Mountainside Cafe,2023-03-29,0014W00003CNNVzQAP,72d615ab-a33c-4b0f-b58d-7cbc2f47b445,"$1,428",$790.20,,,Completed,COMPLETED,NEW
FH Event Center,2023-03-29,0014W00003CNOFAQA5,6f261a29-53e8-4168-be77-8d3079828815,$0,$245.40,,,Not started,NEW,NEW
TAKEDA,2023-03-29,0014W00003CNNpIQAX,aa8a2dcd-57e8-4d87-a040-152e31fc5978,$0,$0.00,,,Completed,COMPLETED,NEW
Bevel Coffee LLC,2023-03-29,0014W00003CNOEMQA5,e96b7021-63cc-4f94-b7fb-7aeda0f7afbe,$0,$120.01,,True,Completed,COMPLETED,COMPLETED
No Fake love entertainment llc,2023-03-29,0014W00003CNOiDQAX,1ac0ce9c-81ee-46ad-bf38-fe72d1eff2a8,$0,$0.00,True,,Completed,COMPLETED,NEW
"Big Tuck’s fish,chicken and more",2023-03-29,0014W00003CNOxLQAX,942d71d5-2fd4-4961-8ef1-dd4aa7980cd1,$0,$0.00,,,Not started,NEW,NEW
Rolling Poppa,2023-03-29,0014W00003CNP6DQAX,345c338b-3d7a-41db-8d3d-2877b0a6b909,$300,$299.40,True,,Completed,COMPLETED,NEW
Lulu’s Country Club,2023-03-29,0014W00003CNPAtQAP,534f7347-9776-4e49-9823-67f988d0aa75,"$1,200",$299.40,True,,Completed,COMPLETED,NEW
Pierce Aliberti,2023-03-29,0014W00003CNOt9QAH,82f2028d-91f5-4757-8b51-ab134b593ddf,"$1,488",$898.80,,,On hold,ON_HOLD,NEW
High Tide Clubs,2023-03-29,0014W00003CNON4QAP,e64e8649-0846-4808-a4fb-26dc680796aa,$0,$0.00,,True,Completed,COMPLETED,NEW
BirdieBay Golf,2023-03-29,0014W00003CNOtjQAH,6e92cc73-c5f0-4c18-a94a-2b48fa796cb1,$0,$318.00,,,Completed,COMPLETED,COMPLETED
Tipsy Smash Mouth BBQ,2023-03-29,0014W00003CNOMGQA5,561dbc28-424e-43f7-b9e7-d86cc8cd795c,$0,$0.00,,,Not started,NEW,NEW
food smiths,2023-03-29,0014W00003CNPFoQAP,fcd1ca35-dc9e-461c-bd46-c48e8bd6271d,$300,$299.40,,,Not started,NEW,NEW
T and J catering services LLC,2023-03-29,0014W00003CNPD4QAP,839ed069-9b39-4bce-b065-a8a15a1a773d,$0,$0.00,,True,Completed,COMPLETED,COMPLETED
Chad Dunnahoo,2023-03-29,0014W00003CNP5ZQAX,99072a90-c8a3-4ba0-bf72-a67c57391ba0,"$1,728","$1,215.00",,True,In progress,IN_PROGRESS,NEW
CMAC'S Smoothies,2023-03-29,0014W00003CNOTHQA5,f2f488af-e6b6-427e-a87b-7dbb9fbebf23,$0,$0.00,,,Not started,NEW,NEW
Three Branches LLC,2023-03-29,0014W00003CNNfzQAH,8b3125b1-13ad-4e7f-a4d0-1179ab23928b,$0,$517.99,,True,Completed,COMPLETED,NEW
Shreddies,2023-03-29,0014W00003CNOyEQAX,13060b26-8f9f-426e-b289-191b98f36e9a,$0,$119.40,,,Completed,COMPLETED,NEW
Thai Orchid,2023-03-29,0014W00003CNOgHQAX,6799f515-44d9-4a29-b4cd-b7b0ae3871bd,$0,$442.20,,True,Completed,COMPLETED,NEW
Crepes & Shakes,2023-03-29,0014W00003CNOj6QAH,ea5c22b9-147c-4d2e-94f0-02ba3bc10ddb,$300,$299.40,,,Not started,NEW,NEW
Lattarulo's Wood Fired Pizza,2023-03-29,0014W00003CNOT7QAP,ad865a46-ebed-4657-a813-07df25edab5b,$300,$370.80,,True,Completed,COMPLETED,NEW
TravelinDough,2023-03-29,0014W00003CNNjhQAH,087d3a61-bdaa-43b2-897d-0c7b364718ae,$0,$119.40,,True,On hold,ON_HOLD,NEW
BBQ2GO,2023-03-28,0014W00003CNMAKQA5,bb7b2d09-ae7e-412d-b13d-8652263eb9c5,$0,$0.00,,True,Completed,COMPLETED,NEW
PopCe's Homemade Ice Cream,2023-03-28,0014W00003CNMrBQAX,b6f5db02-7d3d-4794-96af-97d6dc671069,$0,$119.40,,,Completed,COMPLETED,NEW
Cluck N Spud,2023-03-28,0014W00003CNN7OQAX,0530563a-dc4c-4b6e-a2ea-7d119713cac3,$0,$310.81,,True,On hold,ON_HOLD,NEW
Typ's Snack Shop,2023-03-28,0014W00003CNNI2QAP,b73c3b0f-d0fd-44f8-b092-90328258adeb,$0,$209.00,,True,Completed,COMPLETED,NEW
Courtney Hicks,2023-03-28,0014W00003CNLWRQA5,a1400eb0-77fd-4e24-b3b3-5a777cd23cca,$0,$0.00,,,Not started,NEW,NEW
"Savor & Scoop, LLC",2023-03-28,0014W00003CNMOzQAP,d04a3b0c-6b9c-4af1-b687-9ccdaf751355,$300,"$1,040.40",,True,Completed,COMPLETED,NEW
B'LVD Cafe,2023-03-28,0014W00003CNN6kQAH,a0efd8f9-2109-4b5e-92c4-2d0195d7514c,$0,$119.40,,True,On hold,ON_HOLD,NEW
Harbour Point Grill,2023-03-28,0014W00003CNMc8QAH,6baf2239-da0b-467d-b10f-0f8de95d6167,$0,$0.00,True,,Completed,COMPLETED,NEW
OutSyde Grillz,2023-03-28,0014W00003CNN9tQAH,ea3b19df-b0ff-4d06-828e-a89ca6abf9c4,$0,$0.00,,True,Completed,COMPLETED,NEW
VEGAN VIBES,2023-03-28,0014W00003CNMruQAH,068cd822-213f-44a5-9c1a-274744455317,"$2,028",$915.60,,True,On hold,ON_HOLD,NEW
Zebulun & Co,2023-03-28,0014W00003CNM7kQAH,029a9bc3-1dfb-4946-b8e3-f77a4fa1bca5,$300,$582.20,,True,Completed,COMPLETED,NEW
Jenny Mae's,2023-03-28,0014W00003CNLTEQA5,b13c09d4-7cbf-4a9d-81e6-0220ee7762c1,$0,$318.00,,,Not started,NEW,NEW
ATeam at ALCCM,2023-03-28,0014W00003CNLR3QAP,9bfbfa52-ae84-403f-b793-f73036f1b528,$828,$609.00,True,True,Completed,COMPLETED,NEW
"Rudy's Italian Ice, LLC",2023-03-28,0014W00003CNN08QAH,861f6254-e14b-4586-ba6f-1bf76b472a39,$0,$191.41,,True,On hold,ON_HOLD,NEW
Mount Olympus Brewing,2023-03-28,0014W00003CNMiaQAH,4963e41e-ef30-4e58-951e-57023623870d,$0,$316.20,,True,Completed,COMPLETED,COMPLETED
Williamson Mead and Brewing,2023-03-28,0014W00003CNLdbQAH,99648a5d-615c-456e-b806-ccbabdbc062a,$0,$409.00,,True,Completed,COMPLETED,NEW
JOE'S STORE AND DELI,2023-03-28,0014W00003CNMxJQAX,f8c22286-869f-48d5-aa8d-858dcd7a4f03,$0,$190.80,,,Completed,COMPLETED,COMPLETED
Wet Tacos,2023-03-28,0014W00003CNLbGQAX,eb4c3736-fa1e-4ceb-bd89-bc7f9a55ea16,$0,$239.41,,,In progress,IN_PROGRESS,NEW
jiin tea,2023-03-28,0014W00003CNNBGQA5,d2802ade-ef18-421f-995e-0f2266f99cd7,$0,$0.00,,,Completed,COMPLETED,NEW
ckc,2023-03-28,0014W00003CNMUxQAP,2ba17f71-3207-4cf8-b2d3-ddc6dcca2db6,"$1,680","$1,197.60",,,Completed,COMPLETED,NEW
Berraco coffee,2023-03-28,0014W00003CNMV7QAP,96b55c32-c07e-4860-9b59-e86f4eb978d9,$300,"$1,016.99",True,,Completed,COMPLETED,NEW
Food Studio,2023-03-28,0014W00003CNMEQQA5,a33f43cc-1841-42ab-aea6-3ce66f475055,"$4,668","$1,645.20",,,Not started,NEW,NEW
Savarinos bakery,2023-03-27,0014W00003CNKh4QAH,207722da-7138-4649-947a-41bba26647f6,$0,$190.80,,,Completed,COMPLETED,NEW
The Rolling Stoves LLC,2023-03-27,0014W00003CNKyPQAX,345bc7fe-7430-4ba0-93c2-0bdbafaedaf2,$0,$125.40,,True,Completed,COMPLETED,NEW
Sugar Mama’s Bakery LLC,2023-03-27,0014W00003CNJlnQAH,37f4c4c4-c9b0-4211-8135-52b5e0e6ef27,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Italia on the road,2023-03-27,0014W00003CNJlJQAX,deccc03f-deb2-4549-b826-000b288e92a8,$0,$199.99,,True,Completed,COMPLETED,COMPLETED
Tiger on The Green,2023-03-27,0014W00003CNKtUQAX,bf4b269a-c033-4ab1-885f-adfc00ab0839,"$1,200","$1,357.20",,True,Completed,COMPLETED,NEW
Mick and Shirley's Catering and Cafe,2023-03-27,0014W00003CNK2CQAX,27b8597b-8100-4c75-8956-02ed91cb790b,$0,$0.00,True,,Completed,COMPLETED,COMPLETED
Sweet Siblings Lemonade and Ice Cream,2023-03-27,0014W00003CNKJjQAP,89e778fa-41f8-417e-9b0b-cab43939b589,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Fratelli's Corner Crust Pizza,2023-03-27,0014W00003CNKc7QAH,15ec8460-f456-44c6-ab96-4b4e7b23b7bb,$0,$0.00,,True,Completed,COMPLETED,NEW
Shauna,2023-03-27,0014W00003CNLQFQA5,9a0db45d-32fc-4399-aa1d-4766ade430fb,$0,$0.00,,,Completed,COMPLETED,NEW
"Cowlick, LLC",2023-03-27,0014W00003CNLLUQA5,a5ea9820-dd2c-4637-8225-68b7da48d1f5,$300,$299.40,,True,In progress,IN_PROGRESS,NEW
Salem Motorsports Park,2023-03-27,0014W00003CNK3eQAH,4d535eb0-6832-49f6-9c63-71af3cbd8dbb,$0,$190.80,,,Completed,COMPLETED,COMPLETED
Greater Medina Lake Little League,2023-03-27,0014W00003CNJyZQAX,740f46ba-ea58-49fc-b187-4f7f607440f6,$0,$0.00,True,,Completed,COMPLETED,COMPLETED
Tail winds,2023-03-27,0014W00003CNJyeQAH,a6b7f050-e94a-4b42-8c65-6d5bb2c5b589,$0,$190.80,,True,Completed,COMPLETED,NEW
LOLLY AND POPS DONUT MINIS LLC,2023-03-27,0014W00003CNKqpQAH,60709701-d125-4652-8410-c271be6f34b6,$0,$283.20,,,Completed,COMPLETED,NEW
Mother Tongue Cafe & Bar,2023-03-26,0014W00003CNJjmQAH,398a0d13-7c45-4552-879a-b5b58cb2bae3,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Flamingo Boba,2023-03-26,0014W00003CNJWcQAP,70321f6a-a53c-44b4-9948-baed69fbae78,$0,$0.00,,,Not started,NEW,NEW
Humble Mornings Coffee Co,2023-03-26,0014W00003CNJWNQA5,a75d4e5d-8e4b-4abd-bdf0-288cb7086215,$0,$119.00,,True,Completed,COMPLETED,NEW
Nabi,2023-03-25,0014W00003CNHZsQAP,fa8a22e9-92dc-472f-bd55-a91625c3269b,$0,$0.00,,,Completed,COMPLETED,COMPLETED
Los Vecinos Catering LLC,2023-03-25,0014W00003CNJ8cQAH,9b5b86a8-cda3-4f50-b3fe-ef91f671edd9,$900,$0.00,,True,Completed,COMPLETED,COMPLETED
333 Boca Grill,2023-03-25,0014W00003CNJSGQA5,a81c899a-22fe-4ee0-a144-1d0db8e78a51,$0,$190.80,,True,Completed,COMPLETED,NEW
Mugs on Main,2023-03-24,0014W00003CNIaOQAX,ef647d70-43e6-4331-806e-4c8312afdea2,$600,$600.00,,,Completed,COMPLETED,COMPLETED
Eye Of The Tiger Street Food,2023-03-24,0014W00003CNHtrQAH,bebcc3ef-12b5-45fd-bdbb-c5117d0c955c,$0,$0.00,True,,Completed,COMPLETED,NEW
Mugshots Bar and Grill,2023-03-24,0014W00003CNIomQAH,d1cbe367-a259-4397-a117-2e8cf2ff69d2,$0,$190.80,,,Completed,COMPLETED,NEW
Emaar Group LLC DBA LUX Kitchen,2023-03-24,0014W00003CNIFfQAP,a44049ce-10be-4cd9-8586-5c46a75689d6,$0,$0.00,True,,Completed,COMPLETED,NEW
Taste of life restaurant,2023-03-24,0014W00003CNIEJQA5,fca15da4-ea44-41e4-9e94-16433d0b534a,$0,$310.81,True,,Completed,COMPLETED,COMPLETED
Tryst Marengo Inc,2023-03-24,0014W00003CNHdpQAH,8252f262-8010-4b01-b41a-a74605a01141,$0,$318.00,,,Completed,COMPLETED,NEW
PAROS FAMILY RESTAURANT,2023-03-24,0014W00003CNHrDQAX,cb296715-5a9a-4142-ad67-18108638d774,"$3,228","$1,340.40",,,Completed,COMPLETED,NEW
Yurburger,2023-03-24,0014W00003CNIUfQAP,32d17f4a-97aa-4f60-815e-852c01983a7a,$0,$0.00,,,Completed,COMPLETED,NEW
"Drip Coffee Company, LLC",2023-03-24,0014W00003CNIukQAH,42fd36e6-2d5f-4f6e-8b72-d6afcc1d225d,$300,$730.20,,,Completed,COMPLETED,NEW
Cool Beans Coffee,2023-03-24,0014W00003CNIfxQAH,04131f26-bfd0-42ce-b337-7af212456e86,$300,$418.80,True,,Completed,COMPLETED,NEW
Camellia Sweet Treats,2023-03-24,0014W00003CNIE8QAP,f8f75a8c-af54-450f-a469-efd1dd3819e6,$0,$0.00,,True,Completed,COMPLETED,NEW
Liberian Foodie,2023-03-24,0014W00003CNI1fQAH,81f51552-2fd3-4b83-85ef-b9db844084df,$900,$0.00,,,Not started,NEW,NEW
Epicurefoods llc,2023-03-24,0014W00003CNIHRQA5,ad03bb03-ca77-463e-b154-85193a2eb88c,$0,$0.00,,,Not started,NEW,NEW
Rich's old fashioned hotdogs,2023-03-24,0014W00003CNIHqQAP,ce22bc2b-f591-479f-ad60-b10345bae8a9,$0,$199.00,,,In progress,IN_PROGRESS,NEW
The Avondale,2023-03-24,0014W00003CNIhoQAH,44aa080f-5f4d-48be-a0d0-6dfdec5f7121,$600,$245.40,True,,Completed,COMPLETED,NEW
Rabby’s,2023-03-24,0014W00003CNIBnQAP,39cf9c2d-b7a5-488a-a26c-f761ed5a97ae,$0,$0.00,,,Not started,NEW,NEW
EC Grill43/SimplicityisCaterer,2023-03-24,0014W00003CNIQxQAP,a190a532-6ecd-42bf-97b1-e16352f56656,$0,$0.00,,,Not started,NEW,NEW
The Corner Pocket Saloon N Eatery,2023-03-24,0014W00003CNInZQAX,cdb8a502-a40f-463c-8b6e-7495e0677618,$0,$190.80,,,Completed,COMPLETED,NEW
Vida Coffee Co,2023-03-24,001C000001kctNbIAI,529ff95d-39e6-4543-834f-f3bd10078840,$0,$239.41,,,Completed,COMPLETED,NEW
El Criollo Restaurant,2023-03-24,0014W00003CNIFaQAP,a1556116-2bfd-4869-a627-2881280160f8,$0,$318.99,,,Not started,NEW,NEW
One More at Oak Hill,2023-03-24,0014W00003CNHsuQAH,72c63b1b-d04c-4480-8a22-a89868f456e0,$0,$190.80,,,Completed,COMPLETED,NEW
Amy's Asian Kitchen,2023-03-24,0014W00003CNIrbQAH,017bc594-e511-4bb4-8633-22134410c137,$300,$648.61,,,Completed,COMPLETED,NEW
Pork N Roll,2023-03-23,0014W00003CNHQXQA5,13850116-cdd4-4a7e-b8aa-e1fd596f0756,$0,$0.00,,,Completed,COMPLETED,NEW
Kickin Cafe,2023-03-23,0014W00003CNHlAQAX,299f9472-49aa-486d-80d0-25ec189d6f8a,$0,$0.00,,,Completed,COMPLETED,NEW
The Fountain CO Jennifer Standing,2023-03-23,0014W00003CNHQSQA5,c0212b07-4fc9-4249-a8cb-9e3d084b9e77,$0,$245.40,,True,Completed,COMPLETED,NEW
Sneaux on the Geaux,2023-03-23,0014W00003CNGunQAH,811e2aeb-7049-4274-946d-665d207968e2,$708,"$1,117.00",,,Completed,COMPLETED,NEW
34th st Tacos,2023-03-23,0014W00003CNHkHQAX,10ec0cba-e060-47ad-bf25-86ab5429e172,$0,$290.78,,,Not started,NEW,NEW
Bless Your Brew,2023-03-23,0014W00003CNGCdQAP,51e5d858-d91f-4c83-a7c0-f87c1eb1e8a9,$0,$190.80,,,Not started,NEW,NEW
Mac Attack,2023-03-23,0014W00003CNHAwQAP,0f917feb-a52e-4b56-b067-5c1b28c3cca4,$900,$436.21,,True,Completed,COMPLETED,NEW
Chef Kerv On Wheels,2023-03-23,0014W00003CNHZ9QAP,c8e57508-fcbd-4a83-ada3-0b580c2831d3,$300,$299.40,,True,Completed,COMPLETED,COMPLETED
Buster's TNT Pit Stop 2,2023-03-23,0014W00003CNHZTQA5,06d69f97-636d-4c6a-8863-431a85583e64,$0,$318.00,,,Completed,COMPLETED,NEW
Bettys,2023-03-23,0014W00003CNG3RQAX,4df29b0e-3bd4-4de0-8622-6938140c4988,$900,$0.00,,True,In progress,IN_PROGRESS,NEW
Friday Harbor Ice Cream,2023-03-23,0014W00003CNH1sQAH,7ed5a27a-9408-476c-882e-d5c7e2158b12,$0,$229.20,,,Not started,NEW,NEW
Tik Takos Mexican Restaurant,2023-03-23,0014W00003CNGzIQAX,a3018615-aa1c-4bb6-b369-3b30defe4154,$0,$474.61,True,,Completed,COMPLETED,NEW
Antojitos Mexicanos de Cesar,2023-03-23,0014W00003CNFmnQAH,4e2befd9-d484-4f0a-86e3-a6a3bb341248,$0,$328.00,,True,Completed,COMPLETED,COMPLETED
Excalibur Rv Park,2023-03-23,0014W00003CNHQNQA5,5fe3bf68-53f8-429a-ad1d-3704f3218823,$0,$190.80,,,Not started,NEW,NEW
Mulligan's RGC,2023-03-23,0014W00002muiqVQAQ,d9919d95-9173-45e9-8528-7ce53f3f1be9,$600,$490.20,,True,Completed,COMPLETED,NEW
Hoovers Chicken Coop,2023-03-23,0014W00003CNGDlQAP,1d492a86-457d-4a09-9026-9a3b1880ed1b,$0,$0.00,,,On hold,ON_HOLD,NEW
Hilltop House Weddings & Events,2023-03-23,0014W00003CNGpZQAX,0db2276f-ca70-4302-8c9c-6863d31139c2,$0,$670.21,,,Not started,NEW,NEW
Keepinitkookingcateringllc,2023-03-23,0014W00003CNGFwQAP,4a7a8d59-9472-4cfd-af98-8c8e5611157b,$0,$119.40,,,Not started,NEW,NEW
Twisted Monkey Rt. 66 Lounge,2023-03-23,0014W00003CNHXDQA5,18e822e2-1caa-49c4-9fa5-f534f177431a,$0,$318.00,,,Completed,COMPLETED,NEW
Veloce pizze,2023-03-23,0014W00003CNG11QAH,bba95fce-2421-4cb0-ad36-1f2ec06b7ebc,$0,$0.00,,True,On hold,ON_HOLD,NEW
French Toast & More,2023-03-23,0014W00003CNGgSQAX,4774fe18-ffad-4306-84be-bf27e1e60496,$0,$0.00,,True,In progress,IN_PROGRESS,NEW
BBOH Frosty's,2023-03-22,0014W00003CNEtUQAX,a91079b0-22c7-4b42-9735-cd495cc99062,$0,$229.20,,,Completed,COMPLETED,NEW
Platinum plus cafe inc,2023-03-22,0014W00003CNFlBQAX,c9879c8e-73cf-4227-8667-7d16aa64061f,$0,$517.99,,True,Completed,COMPLETED,NEW
The Oasıs Restaurant Belen,2023-03-22,0014W00002msvcxQAA,4b297384-2249-4d61-95f9-411fbeb4f1a7,$300,$508.53,,,Completed,COMPLETED,NEW
Thai House Napa Valley,2023-03-22,0014W00003CNFc4QAH,964668df-2720-447a-8dd1-3c730e511bba,$0,$0.00,,,Not started,NEW,NEW
The Dive,2023-03-22,0014W00003CNFqaQAH,40fec3d1-5d79-4324-ab7b-a0ac1af7dd88,$0,$119.40,,,On hold,ON_HOLD,NEW
COAST2COAST COFFEE,2023-03-22,0014W00003CNFPnQAP,4f3dd26b-432b-4165-a205-f423aab27201,$0,$0.00,True,,Completed,COMPLETED,COMPLETED
Caravan Coffee,2023-03-22,0014W00003CNF18QAH,6e767ee1-eb77-4156-a055-14e21b905c64,$0,$310.81,,,Completed,COMPLETED,NEW
La Paisana,2023-03-22,0014W00003CNFxeQAH,a47db34b-1614-420a-9f50-52cd5b52b0b1,$0,$190.80,,,Completed,COMPLETED,COMPLETED
Tortilleria La Preferida,2023-03-22,0014W00003CNFWPQA5,5c7f9ecf-79ee-4735-b3dd-b31993876825,$0,$259.03,,,Not started,NEW,NEW
Shaken Not Stirred Houston,2023-03-22,0014W00003CNENIQA5,1db048b8-26fd-4a8d-80a2-5e0e3f52bc7e,$0,$0.00,,,In progress,IN_PROGRESS,NEW
Riji Cafe,2023-03-22,0014W00003CNFLbQAP,c68a772e-9ef3-47ae-bb78-5f1e278909d9,$0,$244.80,,,Completed,COMPLETED,NEW
DIGITAL ERA TECHNOLOGIES CORPORATION,2023-03-22,0014W00003CNFvrQAH,85696de2-4c2f-4746-90cc-fbf933d57f95,$0,$409.00,True,True,Completed,COMPLETED,NEW
Shelby County Speedway Pits,2023-03-22,0014W00003CNF2VQAX,2939f0d3-8116-4667-a1fd-531bd59cd0f9,$0,$0.00,,,Completed,COMPLETED,NEW
Korean Street Foods,2023-03-22,0014W00003CNFfXQAX,564eadd6-b3ba-4468-8e33-46f7b6f228bc,$0,$436.21,,True,Completed,COMPLETED,COMPLETED
JDs Smokehouse,2023-03-22,0014W00003CNFzAQAX,4990fd1c-2d0b-4d95-9bb4-dd72bf4af458,$0,$71.40,,,Completed,COMPLETED,NEW
Birria King,2023-03-22,0014W00003CNCuzQAH,8629a1e9-254e-4e07-a0d8-1e915d5c1d2e,$0,$408.99,,,Completed,COMPLETED,NEW
Fries N Sides,2023-03-22,0014W00003CNF0tQAH,ceba1d2c-697f-4abb-9ec3-24419617c636,$0,$245.41,True,,Completed,COMPLETED,NEW
Louisiana Essence,2023-03-22,0014W00003CNFkIQAX,c55175a6-8181-4166-989f-b0dea38bbe0d,$0,$310.81,,,On hold,ON_HOLD,NEW
Mangia la Pasta,2023-03-22,0014W00003CNFo5QAH,0dc7cbb3-8569-4211-a653-785337b3987b,"$1,728",$604.80,,,Not started,NEW,NEW
Shut up and Eat Desserts,2023-03-22,0014W00003CNFvSQAX,275ebbe5-d2e6-4148-8036-0bd60a972c18,$0,$0.00,True,,Completed,COMPLETED,NEW
Anthony's Supper Club,2023-03-22,0013c00001nVtvdAAC,a79c8d9d-5296-4aef-b1ef-7159ca392d70,$0,$866.40,,True,Completed,COMPLETED,NEW
Gift of faith Latin kitchen,2023-03-22,0014W00003CNFQ7QAP,2e594e63-71e8-4175-86b5-ec5d4f5c8fd2,$900,$209.00,True,,Completed,COMPLETED,NEW
"FARM2MARKET, LLC d/b/a HAVANA GOOD TIME®",2023-03-22,0014W00003CNF6ZQAX,3e73e97f-ba4e-4710-baaf-0c664b5b7c4f,$0,$0.00,,,Not started,NEW,NEW
El Moche Peruvian Food,2023-03-22,0014W00003CNFWKQA5,a40c6811-bb1a-43a4-a690-e3e0c8d64c10,$0,$561.60,,,Not started,NEW,NEW
Gaza Jerk Boss Inc,2023-03-22,0014W00003CNFM5QAP,bc5b4781-6734-4ecc-8ee0-3237b654f161,$0,$0.00,True,,Completed,COMPLETED,NEW
CC's Sweets and Etc,2023-03-22,0014W00003CNENSQA5,7f23de16-d77f-4565-bb98-c55246e6b183,$0,$0.00,,True,In progress,IN_PROGRESS,NEW
Milk & Honey,2023-03-21,0014W00003CNDVJQA5,45585214-98cf-49c0-a8e3-c40642c584ef,$0,$119.00,,,Completed,COMPLETED,NEW
Brain Freeze,2023-03-21,0014W00003CND0xQAH,fada329c-12ed-4095-b933-8c8252498824,$0,$71.40,,,Not started,NEW,NEW
Ma'Z Donuts,2023-03-21,0014W00003CNDQhQAP,ee053354-6109-41ed-83c4-2b438851581b,$0,$263.00,,,Not started,NEW,NEW
